0	426081	15917520	-0.172	-0.141	0.941	
1	982850	15453984	-0.172	-0.141	0.941	
2	1389554	15192580	-0.176	-0.164	0.930	
3	1658657	15048880	-0.176	-0.164	0.930	
4	1840551	14969148	-0.176	-0.160	0.938	
5	1965705	14924080	-0.176	-0.160	0.938	
6	2052845	14897180	-0.176	-0.160	0.938	
7	2114224	14881276	-0.172	-0.141	0.934	
8	2158419	14873916	-0.172	-0.141	0.934	
9	2190473	14869548	-0.172	-0.141	0.934	
10	2213725	14866396	-0.168	-0.141	0.926	
11	2230702	14864548	-0.168	-0.141	0.926	
12	2243234	14863744	-0.176	-0.152	0.934	
13	2252018	14861284	-0.176	-0.152	0.934	
14	2258705	14861680	-0.176	-0.152	0.934	
15	2263282	14859928	-0.145	-0.188	0.926	
16	2265854	14856484	-0.145	-0.188	0.926	
17	2267421	14855036	-0.152	-0.180	0.949	
18	2268228	14853564	-0.152	-0.180	0.949	
19	2269084	14854564	-0.152	-0.180	0.949	
20	2269873	14855152	-0.160	-0.145	0.953	
21	2270767	14856364	-0.160	-0.145	0.953	
22	2271744	14857588	-0.191	-0.133	0.945	
23	2273459	14861516	-0.191	-0.133	0.945	
24	2275098	14862928	-0.191	-0.133	0.945	
25	2277480	14867540	-0.180	-0.164	0.930	
26	2279748	14869464	-0.180	-0.164	0.930	
27	2282475	14873568	-0.164	-0.195	0.914	
28	2284612	14873936	-0.164	-0.195	0.914	
29	2286122	14873564	-0.164	-0.195	0.914	
30	2287355	14873968	-0.164	-0.164	0.926	
31	2288592	14875216	-0.164	-0.164	0.926	
32	2289667	14875804	-0.152	-0.156	0.945	
33	2290692	14876680	-0.152	-0.156	0.945	
34	2292094	14879212	-0.152	-0.156	0.945	
35	2294330	14883952	-0.137	-0.207	0.922	
36	2296933	14887656	-0.137	-0.207	0.922	
37	2299371	14889600	-0.168	-0.199	0.926	
38	2301813	14892052	-0.168	-0.199	0.926	
39	2303692	14892244	-0.168	-0.199	0.926	
40	2305206	14892660	-0.180	-0.184	0.945	
41	2307134	14895832	-0.180	-0.184	0.945	
42	2309550	14899712	-0.188	-0.184	0.953	
43	2311485	14900204	-0.188	-0.184	0.953	
44	2315185	14909200	-0.188	-0.184	0.953	
45	2319769	14916436	-0.176	-0.176	0.949	
46	2325166	14924272	-0.176	-0.176	0.949	
47	2330947	14931204	-0.184	-0.195	0.934	
48	2336185	14934812	-0.184	-0.195	0.934	
49	2341077	14938668	-0.184	-0.195	0.934	
50	2345799	14942880	-0.191	-0.191	0.957	
51	2350908	14949148	-0.191	-0.191	0.957	
52	2355913	14953840	-0.191	-0.211	0.953	
53	2361399	14960772	-0.191	-0.211	0.953	
54	2367072	14967004	-0.191	-0.211	0.953	
55	2373098	14974088	-0.191	-0.219	0.957	
56	2379676	14982324	-0.191	-0.219	0.957	
57	2385863	14987336	-0.191	-0.219	0.957	
58	2392348	14994716	-0.188	-0.219	0.941	
59	2399108	15002300	-0.188	-0.219	0.941	
60	2406376	15011092	-0.207	-0.199	0.949	
61	2413187	15016532	-0.207	-0.199	0.949	
62	2419551	15021556	-0.207	-0.199	0.949	
63	2426089	15028616	-0.230	-0.184	0.961	
64	2432929	15036364	-0.230	-0.184	0.961	
65	2440083	15044460	-0.180	-0.238	0.957	
66	2447168	15051336	-0.180	-0.238	0.957	
67	2454163	15058060	-0.180	-0.238	0.957	
68	2460133	15060956	-0.172	-0.266	0.949	
69	2465376	15064020	-0.172	-0.266	0.949	
70	2469320	15064064	-0.211	-0.254	0.957	
71	2471961	15062796	-0.211	-0.254	0.957	
72	2474051	15063236	-0.211	-0.254	0.957	
73	2475604	15063176	-0.242	-0.219	0.969	
74	2477009	15064136	-0.242	-0.219	0.969	
75	2479038	15068040	-0.227	-0.207	0.941	
76	2481065	15070060	-0.227	-0.207	0.941	
77	2482921	15071404	-0.227	-0.207	0.941	
78	2484796	15073336	-0.254	-0.309	0.891	
79	2486321	15073808	-0.254	-0.309	0.891	
80	2487591	15074316	-0.285	-0.313	0.914	
81	2488341	15073504	-0.285	-0.313	0.914	
82	2489317	15075160	-0.285	-0.313	0.914	
83	2491322	15080252	-0.305	-0.262	0.926	
84	2494965	15088808	-0.332	-0.254	0.922	
85	2497339	15087376	-0.332	-0.254	0.922	
86	2505780	15114016	-0.332	-0.254	0.922	
87	2518999	15141568	-0.297	-0.246	0.859	
88	2535097	15166304	-0.297	-0.246	0.859	
89	2553871	15193108	-0.285	-0.316	0.859	
90	2573786	15216444	-0.285	-0.316	0.859	
91	2594113	15238008	-0.285	-0.316	0.859	
92	2614188	15257328	-0.285	-0.355	0.859	
93	2634098	15276740	-0.285	-0.355	0.859	
94	2653315	15293880	-0.285	-0.355	0.859	
95	2671749	15309964	-0.313	-0.395	0.852	
96	2689164	15324324	-0.313	-0.395	0.852	
97	2704581	15333744	-0.301	-0.379	0.840	
98	2718091	15341536	-0.301	-0.379	0.840	
99	2729767	15347708	-0.301	-0.379	0.840	
100	2739873	15353104	-0.285	-0.375	0.805	
101	2748626	15357800	-0.285	-0.375	0.805	
102	2756258	15362068	-0.297	-0.367	0.777	
103	2762506	15364164	-0.297	-0.367	0.777	
104	2768049	15367592	-0.297	-0.367	0.777	
105	2773260	15371808	-0.270	-0.348	0.785	
106	2778564	15377388	-0.270	-0.348	0.785	
